name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cidade
"Maracanaú, CE, Brasil",2025-05-12,30.0,26.0,28.0,37.4,26.0,31.1,24.1,79.9,0.0,0,0.0,,0,0,22.7,24.1,124.1,1012.6,46.3,10.6,230.0,19.9,8,30,2025-05-12T05:32:32,2025-05-12T17:29:18,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",maracanau
"Maracanaú, CE, Brasil",2025-05-13,31.0,26.0,28.7,33.7,26.0,31.6,22.4,69.5,0.0,0,0.0,,0,0,40.7,33.5,118.4,1011.5,42.6,10.8,259.4,22.4,9,30,2025-05-13T05:32:36,2025-05-13T17:29:13,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",maracanau
"Maracanaú, CE, Brasil",2025-05-14,31.0,26.0,28.6,34.6,26.0,31.5,22.3,69.5,0.0,0,0.0,,0,0,35.6,27.7,119.6,1010.7,46.0,10.8,268.8,23.1,9,30,2025-05-14T05:32:40,2025-05-14T17:29:10,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",maracanau
"Maracanaú, CE, Brasil",2025-05-15,31.0,25.0,27.7,37.7,25.0,31.1,24.0,80.5,5.0,100,8.33,rain,0,0,32.8,31.7,120.5,1011.0,60.2,10.3,244.0,21.1,8,30,2025-05-15T05:32:45,2025-05-15T17:29:06,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBFZ,82398099999",maracanau
"Maracanaú, CE, Brasil",2025-05-16,31.0,24.0,26.8,37.6,24.0,28.5,23.6,83.0,6.6,100,62.5,rain,0,0,28.8,29.5,125.3,1011.9,69.0,9.8,167.7,14.5,8,30,2025-05-16T05:32:50,2025-05-16T17:29:04,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,SBFZ,maracanau
"Maracanaú, CE, Brasil",2025-05-17,31.0,25.0,27.5,36.4,25.0,30.0,23.7,80.1,2.4,100,45.83,rain,0,0,29.9,27.7,132.5,1011.8,45.4,10.0,215.0,18.8,8,30,2025-05-17T05:32:55,2025-05-17T17:29:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,SBFZ,maracanau
"Maracanaú, CE, Brasil",2025-05-18,31.0,22.7,27.0,35.4,22.7,29.2,22.9,79.5,2.7,100,29.17,rain,0,0,38.5,31.7,129.3,1011.6,54.2,14.1,239.8,20.6,8,30,2025-05-18T05:33:02,2025-05-18T17:29:01,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"SBFZ,remote",maracanau
"Caucaia, CE, Brasil",2024-05-18,32.0,25.0,28.0,36.8,25.0,30.8,23.1,75.3,0.0,0,0.0,rain,0,0,33.1,24.1,131.1,1012.6,26.8,10.9,228.1,19.6,8,30,2024-05-18T05:32:59,2024-05-18T17:29:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-19,31.0,25.0,28.0,36.5,25.0,31.3,24.4,81.6,3.0,100,4.17,rain,0,0,32.4,20.5,128.4,1012.5,39.6,10.9,214.8,18.5,8,30,2024-05-19T05:33:05,2024-05-19T17:29:20,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-20,30.3,25.0,27.8,37.1,25.0,31.3,24.5,82.4,0.6,100,4.17,rain,0,0,34.6,25.9,128.4,1012.7,50.0,11.1,215.7,18.5,7,30,2024-05-20T05:33:12,2024-05-20T17:29:20,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-21,31.0,26.0,28.3,35.9,26.0,32.0,24.4,79.9,0.0,0,0.0,rain,0,0,39.2,31.7,119.1,1012.8,39.8,11.1,248.1,21.4,9,10,2024-05-21T05:33:20,2024-05-21T17:29:21,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-22,31.0,26.0,28.4,36.4,26.0,31.9,23.9,77.0,0.0,0,0.0,rain,0,0,45.7,37.1,126.8,1012.8,45.7,11.1,239.0,20.7,8,10,2024-05-22T05:33:28,2024-05-22T17:29:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-23,31.0,26.0,28.3,36.5,26.0,32.2,24.3,79.6,3.0,100,4.17,rain,0,0,52.2,29.5,126.8,1011.9,73.0,10.7,202.5,17.4,7,30,2024-05-23T05:33:36,2024-05-23T17:29:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-24,31.0,26.0,28.1,37.7,26.0,31.6,24.0,78.9,5.0,100,4.17,rain,0,0,37.4,27.7,136.8,1011.6,75.3,11.1,119.5,10.2,4,30,2024-05-24T05:33:45,2024-05-24T17:29:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-25,31.0,27.0,28.8,37.7,30.1,33.4,24.5,78.3,2.0,100,4.17,rain,0,0,41.4,25.9,119.4,1011.6,70.3,10.9,207.0,17.9,7,30,2024-05-25T05:33:54,2024-05-25T17:29:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-26,29.1,25.0,27.2,33.6,25.0,29.7,23.9,82.6,0.0,0,0.0,rain,0,0,39.6,31.7,119.2,1012.9,60.7,10.9,76.9,6.6,3,10,2024-05-26T05:34:03,2024-05-26T17:29:34,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-27,32.0,25.8,28.3,37.1,25.8,30.8,23.1,74.6,0.0,0,0.0,,0,0,36.4,27.7,137.9,1012.7,32.1,11.1,254.1,22.0,9,10,2024-05-27T05:34:13,2024-05-27T17:29:39,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-28,32.0,24.0,28.0,37.9,24.0,31.2,24.3,81.2,16.0,100,8.33,rain,0,0,40.0,27.7,134.7,1013.0,64.4,11.7,200.2,17.4,7,30,2024-05-28T05:34:24,2024-05-28T17:29:44,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"82397099999,SBFZ,82398099999,remote",caucaia
"Caucaia, CE, Brasil",2024-05-29,26.0,24.0,25.3,26.0,24.0,25.3,24.3,94.0,28.5,100,16.67,rain,0,0,29.5,16.6,133.4,1013.9,75.4,8.1,69.7,6.1,2,30,2024-05-29T05:34:34,2024-05-29T17:29:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-30,26.0,24.0,25.3,26.0,24.0,25.3,24.1,93.4,28.5,100,12.5,rain,0,0,40.0,24.1,155.0,1013.9,88.6,8.4,51.2,4.5,3,30,2024-05-30T05:34:45,2024-05-30T17:29:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-05-31,31.0,25.0,27.5,35.8,25.0,30.2,23.9,81.9,0.0,0,0.0,rain,0,0,39.2,24.1,127.7,1013.6,57.2,11.1,156.8,13.8,7,30,2024-05-31T05:34:56,2024-05-31T17:30:02,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-01,31.0,26.0,28.4,35.5,26.0,31.6,23.1,73.8,0.0,0,0.0,,0,0,44.6,35.3,124.0,1013.9,59.4,10.9,240.3,20.7,8,30,2024-06-01T05:35:08,2024-06-01T17:30:09,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-02,30.0,26.0,27.9,35.1,26.0,31.3,24.1,80.0,0.0,0,0.0,rain,0,0,46.8,37.1,129.5,1013.7,68.5,10.9,170.4,14.7,6,30,2024-06-02T05:35:20,2024-06-02T17:30:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-03,31.0,25.0,28.2,36.5,25.0,31.2,23.2,75.1,0.0,0,0.0,rain,0,0,42.5,25.9,130.3,1014.0,56.3,10.9,207.9,17.9,7,30,2024-06-03T05:35:32,2024-06-03T17:30:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-04,31.0,25.0,27.6,36.5,25.0,30.6,24.1,82.1,1.0,100,4.17,rain,0,0,39.6,24.1,130.5,1013.1,56.4,10.7,214.2,18.5,7,30,2024-06-04T05:35:44,2024-06-04T17:30:33,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-05,31.0,25.0,27.8,37.7,25.0,31.0,24.3,82.3,2.0,100,4.17,rain,0,0,43.9,31.7,125.2,1012.8,65.1,10.6,208.8,17.9,7,30,2024-06-05T05:35:57,2024-06-05T17:30:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-06,31.1,26.0,28.2,37.1,26.0,31.6,23.9,78.1,1.0,100,4.17,rain,0,0,40.3,27.7,128.4,1013.0,61.3,11.1,115.1,10.0,4,10,2024-06-06T05:36:09,2024-06-06T17:30:51,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-07,31.0,27.0,28.5,35.5,29.6,32.1,23.2,73.5,0.0,0,0.0,rain,0,0,41.0,29.5,136.7,1014.2,55.5,11.1,224.1,19.3,8,30,2024-06-07T05:36:22,2024-06-07T17:31:01,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-08,31.0,25.8,28.1,36.5,25.8,31.3,24.2,80.1,0.0,0,0.0,rain,0,0,43.2,33.5,128.0,1014.3,41.0,10.9,212.3,18.3,7,30,2024-06-08T05:36:35,2024-06-08T17:31:11,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-09,30.8,25.0,27.9,37.2,25.0,31.4,24.2,80.9,5.0,100,4.17,rain,0,0,47.5,25.9,134.0,1013.1,63.3,10.9,211.1,18.1,8,30,2024-06-09T05:36:49,2024-06-09T17:31:22,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-10,31.0,24.0,27.5,35.5,24.0,29.8,22.9,76.5,0.0,0,0.0,,0,0,44.6,27.7,132.8,1013.0,46.8,11.1,205.2,17.7,8,10,2024-06-10T05:37:02,2024-06-10T17:31:33,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-11,31.0,24.0,27.5,36.9,24.0,29.6,22.4,74.4,0.0,0,0.0,,0,0,41.8,22.3,140.0,1013.3,35.2,11.1,253.6,21.9,9,10,2024-06-11T05:37:15,2024-06-11T17:31:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-12,31.0,25.0,27.9,36.8,25.0,30.9,23.5,77.4,0.0,0,0.0,rain,0,0,50.0,25.9,134.1,1012.5,47.6,11.1,211.7,18.2,7,30,2024-06-12T05:37:29,2024-06-12T17:31:55,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-13,31.0,25.0,28.1,34.6,25.0,30.5,21.9,69.5,0.0,0,0.0,,0,0,42.5,37.1,129.8,1012.9,59.3,11.1,238.8,20.5,8,10,2024-06-13T05:37:42,2024-06-13T17:32:07,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-14,29.1,23.0,26.3,33.6,23.0,27.7,23.5,85.3,25.0,100,12.5,rain,0,0,51.1,25.9,141.6,1014.1,63.9,9.7,169.2,14.7,7,10,2024-06-14T05:37:56,2024-06-14T17:32:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-15,31.0,25.0,27.3,34.6,25.0,29.2,23.1,78.9,0.0,0,0.0,,0,0,43.6,27.7,137.3,1013.5,40.5,10.9,224.0,19.2,7,30,2024-06-15T05:38:09,2024-06-15T17:32:31,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-16,30.0,24.0,26.3,33.3,24.0,27.4,22.4,79.7,0.0,0,0.0,rain,0,0,48.6,31.7,153.9,1012.7,53.1,10.9,203.2,17.5,8,10,2024-06-16T05:38:23,2024-06-16T17:32:43,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-17,30.0,24.0,26.8,33.6,24.0,28.6,22.3,77.5,0.0,0,0.0,,0,0,47.2,27.7,132.4,1011.7,56.3,11.1,190.0,16.3,7,10,2024-06-17T05:38:36,2024-06-17T17:32:56,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-18,30.0,25.0,27.5,34.1,25.0,29.8,22.8,75.7,0.0,0,0.0,,0,0,45.7,37.1,124.3,1011.8,40.2,11.1,217.2,18.8,8,10,2024-06-18T05:38:50,2024-06-18T17:33:09,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-19,30.0,25.0,27.1,34.1,25.0,29.1,22.9,78.0,5.0,100,4.17,rain,0,0,47.2,35.3,127.3,1012.5,65.1,10.7,191.5,16.6,7,10,2024-06-19T05:39:03,2024-06-19T17:33:22,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-20,30.0,24.0,26.9,34.1,24.0,29.1,23.3,81.2,4.8,100,8.33,rain,0,0,50.0,35.3,131.2,1012.1,54.2,10.9,203.8,17.5,7,30,2024-06-20T05:39:16,2024-06-20T17:33:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-21,30.0,24.0,27.3,33.6,24.0,29.5,22.6,76.0,0.0,0,0.0,,0,0,51.1,35.3,126.2,1012.1,32.7,11.1,212.8,18.3,7,10,2024-06-21T05:39:29,2024-06-21T17:33:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-22,30.2,25.0,27.3,35.3,25.0,29.3,23.6,80.8,2.0,100,4.17,rain,0,0,46.4,24.1,141.8,1012.1,65.9,10.6,189.2,16.4,7,10,2024-06-22T05:39:42,2024-06-22T17:34:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-23,29.2,24.0,26.4,33.6,24.0,27.8,23.4,84.2,23.0,100,8.33,rain,0,0,47.5,27.7,141.4,1012.9,66.0,10.5,130.8,11.3,5,30,2024-06-23T05:39:55,2024-06-23T17:34:14,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-24,31.0,24.0,26.9,34.6,24.0,28.5,23.0,80.1,0.8,100,4.17,rain,0,0,47.2,35.3,130.6,1013.2,49.7,11.3,239.0,20.6,8,10,2024-06-24T05:40:07,2024-06-24T17:34:27,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-25,30.1,25.0,27.5,35.7,25.0,30.0,23.2,78.0,0.0,0,0.0,,0,0,41.0,29.5,123.2,1013.2,47.6,11.1,247.4,21.4,8,10,2024-06-25T05:40:20,2024-06-25T17:34:41,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-26,30.4,25.0,27.7,37.3,25.0,30.4,23.3,77.5,0.0,0,0.0,,0,0,39.6,25.9,118.4,1013.4,40.6,11.1,249.1,21.6,9,10,2024-06-26T05:40:32,2024-06-26T17:34:54,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-27,30.0,25.0,27.6,34.2,25.0,29.9,23.2,77.7,0.0,0,0.0,,0,0,40.0,31.7,119.2,1012.7,36.3,11.1,236.9,20.4,8,10,2024-06-27T05:40:43,2024-06-27T17:35:07,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-28,30.0,25.0,27.4,34.3,25.0,30.1,23.3,78.2,0.0,0,0.0,rain,0,0,41.8,31.7,116.8,1012.4,44.0,11.0,253.1,21.8,9,10,2024-06-28T05:40:55,2024-06-28T17:35:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-29,31.0,25.0,27.3,34.6,25.0,28.7,22.4,75.9,0.0,0,0.0,,0,0,39.2,27.7,123.4,1013.1,39.7,10.9,252.0,21.8,9,10,2024-06-29T05:41:06,2024-06-29T17:35:33,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-06-30,30.0,25.0,27.0,32.8,25.0,28.5,22.6,77.6,0.0,0,0.0,rain,0,0,40.0,31.7,122.6,1013.2,46.6,10.9,256.3,22.1,9,10,2024-06-30T05:41:17,2024-06-30T17:35:46,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-01,30.0,25.0,27.5,34.1,25.0,29.9,23.0,77.1,0.0,0,0.0,,0,0,41.8,33.5,116.7,1013.9,53.8,11.1,251.4,21.7,9,10,2024-07-01T05:41:27,2024-07-01T17:35:59,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-02,30.0,25.0,27.6,32.8,25.0,29.9,22.7,75.4,0.0,0,0.0,,0,0,49.0,37.1,115.6,1014.0,63.4,11.0,207.1,18.0,8,10,2024-07-02T05:41:37,2024-07-02T17:36:11,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"82397099999,SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-03,29.0,25.0,26.9,32.8,25.0,28.8,23.3,81.0,4.0,100,4.17,rain,0,0,47.5,25.9,128.9,1012.5,80.5,10.7,144.6,12.5,6,10,2024-07-03T05:41:46,2024-07-03T17:36:24,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-04,30.0,25.0,27.4,33.3,25.0,29.4,21.9,72.6,0.0,0,0.0,,0,0,49.3,35.3,118.8,1011.8,77.0,10.9,240.1,20.8,9,10,2024-07-04T05:41:56,2024-07-04T17:36:36,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-05,30.0,25.0,27.2,32.6,25.0,28.5,21.7,72.6,0.0,0,0.0,,0,0,42.5,31.7,128.2,1013.8,40.9,10.9,233.4,20.2,9,10,2024-07-05T05:42:04,2024-07-05T17:36:48,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-06,31.0,24.9,27.2,35.5,24.9,29.2,23.1,79.1,0.3,100,4.17,rain,0,0,42.5,22.3,116.5,1014.6,54.7,10.8,225.0,19.5,8,10,2024-07-06T05:42:12,2024-07-06T17:36:59,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-07,30.0,25.0,27.2,34.1,25.0,29.4,23.5,80.6,0.0,0,0.0,,0,0,43.2,38.9,132.4,1013.5,73.1,10.9,198.8,17.2,8,30,2024-07-07T05:42:20,2024-07-07T17:37:11,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-08,29.0,24.0,26.9,32.0,24.0,28.1,22.2,76.1,3.0,100,4.17,rain,0,0,45.4,29.5,123.5,1013.0,59.2,10.7,247.6,21.4,8,10,2024-07-08T05:42:27,2024-07-08T17:37:22,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-09,31.0,24.0,27.2,34.6,24.0,29.0,22.2,75.0,0.0,0,0.0,rain,0,0,42.8,29.5,122.5,1012.8,40.4,10.9,218.1,19.0,8,10,2024-07-09T05:42:34,2024-07-09T17:37:33,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-10,29.0,25.0,27.0,33.6,25.0,29.3,23.5,81.3,3.1,100,8.33,rain,0,0,47.5,31.7,115.0,1013.0,75.6,10.4,194.4,16.9,7,10,2024-07-10T05:42:40,2024-07-10T17:37:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-11,30.0,24.0,27.0,32.6,24.0,28.5,21.7,74.0,2.9,100,4.17,rain,0,0,47.2,31.7,122.0,1014.1,45.6,10.7,262.9,22.9,9,10,2024-07-11T05:42:46,2024-07-11T17:37:53,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-12,30.0,24.0,27.3,34.1,24.0,29.6,22.7,76.4,0.0,0,0.0,rain,0,0,49.0,35.3,125.2,1014.6,54.2,10.6,196.9,17.1,7,10,2024-07-12T05:42:51,2024-07-12T17:38:03,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-13,30.0,24.0,27.2,32.6,24.0,28.6,21.0,69.6,0.0,0,0.0,,0,0,59.8,35.3,131.2,1014.3,55.4,10.6,262.7,22.8,9,10,2024-07-13T05:42:56,2024-07-13T17:38:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-14,30.0,23.0,26.7,31.8,23.0,28.1,20.8,70.8,0.0,0,0.0,,0,0,59.0,33.5,137.5,1014.7,29.2,10.4,202.9,17.5,8,10,2024-07-14T05:42:59,2024-07-14T17:38:22,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-15,32.0,25.0,27.7,34.9,25.0,29.3,20.7,66.2,0.0,0,0.0,,0,0,51.1,35.3,130.0,1015.4,36.6,10.9,246.6,21.3,9,10,2024-07-15T05:43:03,2024-07-15T17:38:30,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-16,31.0,22.0,26.6,42.0,22.0,27.7,20.1,68.6,0.0,0,0.0,,0,0,47.5,35.3,136.0,1016.4,13.6,10.9,268.6,22.9,9,10,2024-07-16T05:43:05,2024-07-16T17:38:39,0.34,Clear,Clear conditions throughout the day.,clear-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-17,31.0,23.0,26.9,33.0,23.0,27.7,20.5,69.2,0.0,0,0.0,,0,0,51.5,33.5,132.9,1016.2,14.4,10.9,267.4,23.1,9,10,2024-07-17T05:43:08,2024-07-17T17:38:46,0.38,Clear,Clear conditions throughout the day.,clear-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-18,31.0,23.0,27.0,33.7,23.0,28.1,21.0,70.9,0.0,0,0.0,,0,0,47.9,29.5,133.9,1015.6,26.4,10.9,253.4,21.9,9,10,2024-07-18T05:43:09,2024-07-18T17:38:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-19,31.0,24.0,27.1,33.0,24.0,28.4,21.7,73.1,0.0,0,0.0,,0,0,45.0,27.7,119.3,1015.9,42.5,10.6,262.2,22.7,9,10,2024-07-19T05:43:10,2024-07-19T17:39:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-20,31.0,24.0,27.4,33.0,24.0,28.3,20.3,66.5,0.0,0,0.0,,0,0,49.3,31.7,129.7,1015.6,39.6,10.9,271.7,23.5,9,10,2024-07-20T05:43:10,2024-07-20T17:39:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
"Caucaia, CE, Brasil",2024-07-21,31.0,23.0,27.0,33.0,23.0,28.0,21.0,70.9,0.0,0,0.0,,0,0,48.6,35.3,127.6,1015.1,35.6,10.9,265.1,22.9,9,10,2024-07-21T05:43:09,2024-07-21T17:39:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",caucaia
