name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cidade
"Fortaleza, CE, Brasil",2024-11-16,31.0,26.0,28.0,34.6,26.0,30.3,22.0,70.6,0.0,0,0.0,rain,0,0,46.8,31.7,107.3,1010.7,46.6,10.9,306.4,26.5,10,10,2024-11-16T05:10:27,2024-11-16T17:27:44,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-17,32.0,26.0,28.1,34.2,26.0,30.1,22.1,71.0,0.0,0,0.0,rain,0,0,36.4,38.9,110.4,1010.1,56.5,10.7,274.4,23.7,10,30,2024-11-17T05:10:34,2024-11-17T17:28:01,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-18,32.0,26.0,28.1,34.1,26.0,30.3,22.4,72.1,0.3,100,12.5,rain,0,0,57.6,37.1,107.7,1010.3,56.8,9.8,277.0,23.8,9,10,2024-11-18T05:10:43,2024-11-18T17:28:18,0.59,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,SBFZ,fortaleza
"Fortaleza, CE, Brasil",2024-11-19,32.0,26.0,28.3,35.7,26.0,30.8,22.7,72.4,0.5,100,20.83,rain,0,0,43.9,31.7,101.8,1011.2,58.8,10.0,273.7,23.6,9,10,2024-11-19T05:10:52,2024-11-19T17:28:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,SBFZ,fortaleza
"Fortaleza, CE, Brasil",2024-11-20,32.0,26.0,28.2,35.4,26.0,30.7,22.5,72.1,0.1,100,4.17,rain,0,0,44.6,35.3,103.2,1011.9,57.1,10.0,273.6,23.7,10,10,2024-11-20T05:11:03,2024-11-20T17:28:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,SBFZ,fortaleza
"Fortaleza, CE, Brasil",2024-11-21,31.0,26.0,28.1,34.4,26.0,30.4,22.2,71.1,0.0,0,0.0,rain,0,0,45.0,31.7,95.9,1011.8,44.4,10.2,298.6,25.7,10,10,2024-11-21T05:11:14,2024-11-21T17:29:15,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-22,31.0,26.0,27.9,34.2,26.0,30.2,22.6,73.4,0.0,0,0.0,rain,0,0,38.9,35.3,95.3,1011.3,51.7,10.9,196.5,17.0,8,10,2024-11-22T05:11:26,2024-11-22T17:29:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-23,31.0,25.0,27.9,35.5,25.0,30.4,22.9,75.0,0.0,0,0.0,,0,0,35.6,20.5,90.6,1011.0,47.0,10.9,278.3,24.1,9,10,2024-11-23T05:11:39,2024-11-23T17:29:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-24,31.0,26.0,28.3,34.6,26.0,30.9,22.5,71.6,0.0,0,0.0,rain,0,0,40.7,25.9,89.3,1011.9,42.4,10.9,271.0,23.4,8,10,2024-11-24T05:11:53,2024-11-24T17:30:18,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-25,31.0,26.8,28.3,34.6,29.2,31.3,22.6,71.5,0.0,0,0.0,rain,0,0,40.0,27.7,90.1,1013.4,48.8,10.9,286.5,24.7,9,10,2024-11-25T05:12:08,2024-11-25T17:30:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-26,31.0,26.0,28.1,34.6,26.0,30.5,22.6,72.6,0.0,0,0.0,rain,0,0,43.2,29.5,105.4,1013.0,44.5,10.9,269.1,23.2,9,10,2024-11-26T05:12:23,2024-11-26T17:31:03,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-27,31.0,26.0,28.2,34.6,26.0,30.4,22.0,69.7,0.0,0,0.0,rain,0,0,45.0,33.5,106.6,1011.5,40.3,10.9,288.1,24.8,10,10,2024-11-27T05:12:40,2024-11-27T17:31:26,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-28,32.0,26.0,28.0,34.9,26.0,29.9,21.6,68.8,0.4,100,4.17,rain,0,0,48.2,33.5,103.5,1011.1,58.1,10.5,261.7,22.5,9,10,2024-11-28T05:12:57,2024-11-28T17:31:50,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-29,32.0,25.0,28.2,34.6,25.0,30.4,22.0,70.1,0.0,0,0.0,rain,0,0,43.2,31.7,104.8,1011.8,48.8,10.9,300.4,25.9,10,10,2024-11-29T05:13:15,2024-11-29T17:32:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-11-30,31.0,26.0,28.1,34.6,26.0,30.7,22.4,71.9,0.0,0,0.0,rain,0,0,43.2,33.5,93.9,1011.6,40.2,10.7,260.6,22.6,9,10,2024-11-30T05:13:34,2024-11-30T17:32:40,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-01,31.0,26.0,28.3,34.4,26.0,31.0,22.8,72.7,0.0,0,0.0,rain,0,0,37.4,24.1,93.5,1011.5,40.1,10.2,280.2,24.3,9,10,2024-12-01T05:13:53,2024-12-01T17:33:06,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-02,31.0,26.0,28.3,35.5,26.0,31.3,22.8,72.7,0.0,0,0.0,rain,0,0,36.0,22.3,80.8,1010.9,46.8,10.9,249.7,21.4,9,30,2024-12-02T05:14:14,2024-12-02T17:33:32,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-03,31.0,27.0,28.1,35.5,29.5,31.3,23.0,74.3,0.0,0,0.0,rain,0,0,36.0,27.7,87.8,1011.0,58.6,10.7,250.0,21.7,8,30,2024-12-03T05:14:35,2024-12-03T17:33:58,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-04,27.8,24.0,26.0,30.9,24.0,26.7,23.4,85.8,18.0,100,12.5,rain,0,0,35.3,20.5,97.1,1011.1,68.4,9.9,185.5,16.1,7,30,2024-12-04T05:14:57,2024-12-04T17:34:25,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-05,30.0,25.0,27.1,35.1,25.0,29.2,23.2,79.7,8.0,100,4.17,rain,0,0,38.2,29.5,105.2,1010.6,58.9,10.7,173.8,14.9,6,30,2024-12-05T05:15:19,2024-12-05T17:34:53,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-06,29.0,26.2,27.4,32.8,26.2,29.8,22.5,74.9,0.0,0,0.0,rain,0,0,43.2,25.9,117.4,1011.3,63.0,10.9,210.0,18.1,8,30,2024-12-06T05:15:42,2024-12-06T17:35:21,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-07,31.0,26.0,28.0,34.6,26.0,30.8,22.8,74.0,0.0,0,0.0,rain,0,0,41.4,35.3,107.6,1011.1,72.4,10.9,255.1,22.2,9,30,2024-12-07T05:16:06,2024-12-07T17:35:49,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-08,31.0,26.0,27.8,35.5,26.0,30.5,23.4,77.7,0.2,100,4.17,rain,0,0,35.3,29.5,105.6,1011.6,59.0,10.9,213.6,18.6,7,30,2024-12-08T05:16:31,2024-12-08T17:36:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-09,31.0,25.0,27.6,35.5,25.0,29.9,23.1,77.1,0.7,100,4.17,rain,0,0,38.9,31.7,108.0,1011.2,74.8,10.5,248.5,21.6,9,10,2024-12-09T05:16:56,2024-12-09T17:36:46,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-10,31.0,26.8,28.2,33.7,28.8,30.6,21.8,68.6,0.0,0,0.0,rain,0,0,45.7,37.1,104.3,1010.7,49.0,10.9,246.9,21.2,8,10,2024-12-10T05:17:21,2024-12-10T17:37:15,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-11,31.0,26.0,28.2,35.5,26.0,31.3,22.9,73.6,0.0,0,0.0,rain,0,0,40.7,33.5,99.4,1010.4,47.4,10.9,263.0,22.6,9,30,2024-12-11T05:17:47,2024-12-11T17:37:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-12,31.0,26.0,28.4,35.5,26.0,31.6,23.2,74.0,0.0,0,0.0,rain,0,0,44.6,35.3,103.7,1009.9,52.7,10.9,278.6,24.2,9,30,2024-12-12T05:18:14,2024-12-12T17:38:14,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-13,31.0,26.9,28.5,35.5,29.4,31.6,22.7,71.2,0.0,0,0.0,rain,0,0,43.2,31.7,103.0,1009.3,44.0,10.9,271.7,23.6,9,10,2024-12-13T05:18:41,2024-12-13T17:38:43,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-14,31.0,27.0,28.2,35.5,29.2,31.3,22.9,73.6,0.0,0,0.0,rain,0,0,43.2,27.7,108.8,1009.6,63.4,10.9,260.0,22.4,9,30,2024-12-14T05:19:08,2024-12-14T17:39:13,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-15,32.0,26.0,28.4,37.9,26.0,32.1,24.0,77.7,0.1,100,4.17,rain,0,0,40.7,29.5,108.6,1011.0,52.9,10.9,254.1,21.9,9,30,2024-12-15T05:19:36,2024-12-15T17:39:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-16,31.0,27.0,28.5,36.6,29.6,32.5,23.8,76.0,0.0,0,0.0,rain,0,0,50.4,37.1,105.8,1011.4,55.3,10.9,264.7,23.0,9,30,2024-12-16T05:20:04,2024-12-16T17:40:13,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-17,32.0,27.0,28.7,36.8,29.6,32.5,23.4,73.6,0.0,0,0.0,rain,0,0,44.6,37.1,105.6,1011.7,49.6,11.1,279.6,24.2,9,30,2024-12-17T05:20:33,2024-12-17T17:40:43,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-18,32.0,26.9,28.5,36.8,29.6,32.0,23.3,74.2,0.2,100,8.33,rain,0,0,42.5,31.7,103.5,1011.7,45.5,10.7,275.7,23.8,9,30,2024-12-18T05:21:02,2024-12-18T17:41:13,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-19,31.0,26.8,28.7,36.6,29.6,32.5,23.6,74.5,0.0,0,0.0,,0,0,42.1,31.7,98.8,1011.4,62.6,10.9,275.2,23.7,9,30,2024-12-19T05:21:31,2024-12-19T17:41:43,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-20,32.0,27.0,28.6,36.6,29.6,32.5,23.7,75.1,0.0,0,0.0,rain,0,0,43.2,31.7,97.7,1011.4,69.4,10.9,265.8,23.0,9,30,2024-12-20T05:22:00,2024-12-20T17:42:12,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-21,32.0,26.9,28.7,37.9,29.8,32.7,23.8,75.1,0.0,0,0.0,rain,0,0,43.6,33.5,101.9,1011.6,59.1,10.9,259.4,22.5,9,30,2024-12-21T05:22:30,2024-12-21T17:42:42,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-22,32.0,27.0,28.9,36.8,29.6,32.9,23.6,73.3,0.0,0,0.0,rain,0,0,43.9,37.1,104.5,1011.9,43.3,10.9,264.1,22.9,8,30,2024-12-22T05:23:00,2024-12-22T17:43:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-23,31.0,26.0,28.4,35.5,26.0,31.6,23.2,73.8,0.0,0,0.0,rain,0,0,38.2,27.7,96.0,1011.1,50.3,10.9,273.8,23.7,9,10,2024-12-23T05:23:30,2024-12-23T17:43:41,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-24,31.0,26.0,28.3,35.5,26.0,31.3,23.0,73.4,0.0,0,0.0,rain,0,0,35.6,24.1,91.1,1010.5,51.0,10.9,271.2,23.4,10,10,2024-12-24T05:24:00,2024-12-24T17:44:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-25,31.0,26.8,28.5,35.5,29.3,31.6,22.8,72.0,0.0,0,0.0,rain,0,0,39.2,25.9,91.2,1010.5,42.2,10.9,271.3,23.4,9,10,2024-12-25T05:24:30,2024-12-25T17:44:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-26,31.0,27.0,28.6,35.5,29.6,32.0,23.0,72.0,0.0,0,0.0,rain,0,0,41.8,29.5,99.5,1010.9,40.7,10.9,281.2,24.3,9,30,2024-12-26T05:25:00,2024-12-26T17:45:08,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-27,32.0,27.0,29.0,36.8,29.6,32.8,23.4,72.4,0.4,100,4.17,rain,0,0,46.8,33.5,113.0,1010.9,53.4,10.6,242.1,20.8,8,60,2024-12-27T05:25:31,2024-12-27T17:45:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-28,32.0,27.0,28.9,37.9,30.1,33.3,24.0,75.3,0.3,100,4.17,rain,0,0,46.4,37.1,104.8,1010.3,51.5,10.9,277.3,23.9,9,60,2024-12-28T05:26:01,2024-12-28T17:46:05,0.93,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-29,32.0,27.0,29.0,37.9,29.6,32.8,23.4,72.4,0.0,0,0.0,rain,0,0,46.4,35.3,109.2,1009.8,46.1,10.9,277.7,23.9,9,30,2024-12-29T05:26:31,2024-12-29T17:46:33,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-30,32.0,26.9,28.8,36.6,29.5,32.5,23.3,72.7,0.0,0,0.0,rain,0,0,43.6,31.7,106.8,1009.8,48.2,10.9,290.6,25.0,10,30,2024-12-30T05:27:01,2024-12-30T17:47:00,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2024-12-31,31.0,27.0,28.9,36.6,29.6,32.8,23.5,72.9,0.0,0,0.0,rain,0,0,44.3,31.7,103.5,1010.4,52.8,10.9,282.8,24.3,10,30,2024-12-31T05:27:31,2024-12-31T17:47:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-01,32.0,27.0,29.0,36.8,30.1,33.1,23.7,73.7,0.0,0,0.0,rain,0,0,45.4,33.5,101.2,1010.3,46.5,11.8,259.8,22.4,9,30,2025-01-01T05:28:01,2025-01-01T17:47:54,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-02,32.0,27.0,29.2,37.9,29.6,33.4,23.7,73.0,0.0,0,0.0,rain,0,0,41.8,33.5,101.6,1010.3,33.6,11.8,236.3,20.3,9,60,2025-01-02T05:28:31,2025-01-02T17:48:20,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-03,32.0,26.7,28.8,37.9,30.0,33.4,24.5,78.1,0.0,0,0.0,rain,0,0,41.4,29.5,100.7,1010.2,59.4,11.0,215.6,18.5,7,60,2025-01-03T05:29:00,2025-01-03T17:48:45,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-04,31.0,26.1,28.8,37.8,26.1,33.1,24.1,76.1,0.4,100,8.33,rain,0,0,44.3,29.5,97.3,1010.6,58.6,12.7,243.9,20.8,8,30,2025-01-04T05:29:30,2025-01-04T17:49:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFZ,82398099999,remote",fortaleza
"Fortaleza, CE, Brasil",2025-01-05,31.0,26.0,28.7,36.6,26.0,33.0,24.4,77.9,0.0,0,0.0,rain,0,0,41.0,31.7,99.6,1010.2,51.7,11.8,259.6,22.5,9,30,2025-01-05T05:29:58,2025-01-05T17:49:34,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-06,31.3,27.0,28.8,37.0,30.1,33.4,24.2,76.7,0.0,0,0.0,rain,0,0,39.6,31.7,100.6,1009.9,61.3,11.8,260.2,22.4,9,30,2025-01-06T05:30:27,2025-01-06T17:49:58,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-07,31.1,26.0,28.6,36.8,26.0,33.0,24.5,78.8,0.0,0,0.0,rain,0,0,41.8,25.9,91.4,1010.5,50.2,11.8,245.9,21.1,8,30,2025-01-07T05:30:55,2025-01-07T17:50:22,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-08,32.0,26.8,28.8,37.9,29.7,33.0,24.0,76.0,0.0,0,0.0,rain,0,0,38.2,25.9,93.5,1010.6,48.4,11.8,249.2,21.5,9,30,2025-01-08T05:31:23,2025-01-08T17:50:44,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-09,31.0,27.0,28.7,36.6,30.1,33.0,24.0,76.1,0.0,0,0.0,rain,0,0,36.7,27.7,90.9,1009.7,45.4,11.8,208.9,18.1,8,30,2025-01-09T05:31:51,2025-01-09T17:51:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-10,32.0,26.8,29.1,37.9,29.7,33.5,24.0,74.7,0.0,0,0.0,rain,0,0,35.3,24.1,96.6,1009.7,45.2,11.5,242.5,21.0,8,30,2025-01-10T05:32:18,2025-01-10T17:51:27,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-11,32.0,26.0,29.0,37.9,26.0,33.4,24.3,76.4,0.0,0,0.0,rain,0,0,34.9,22.3,85.7,1010.6,42.3,11.8,244.6,21.3,8,30,2025-01-11T05:32:45,2025-01-11T17:51:48,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-12,31.0,27.0,28.6,36.6,30.1,33.0,24.2,77.1,0.0,0,0.0,rain,0,0,32.0,24.1,76.5,1010.4,57.8,11.3,241.4,21.0,8,30,2025-01-12T05:33:11,2025-01-12T17:52:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-13,29.0,27.0,27.8,33.6,29.6,31.4,24.0,79.9,0.0,0,0.0,rain,0,0,32.8,27.7,84.9,1009.3,65.4,11.2,158.7,13.8,6,30,2025-01-13T05:33:37,2025-01-13T17:52:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-14,28.0,24.0,25.8,31.5,24.0,26.7,23.9,89.3,0.0,0,0.0,rain,0,0,32.4,27.7,109.4,1009.4,73.4,10.8,134.6,11.7,7,10,2025-01-14T05:34:02,2025-01-14T17:52:45,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-15,26.1,23.0,24.4,26.1,23.0,24.4,22.6,90.1,38.0,100,4.17,rain,0,0,30.2,22.3,312.7,1011.7,82.8,9.8,65.8,5.7,3,10,2025-01-15T05:34:27,2025-01-15T17:53:03,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-16,31.0,23.8,27.1,35.5,23.8,29.4,23.1,79.8,0.0,0,0.0,rain,0,0,28.4,24.1,110.2,1011.8,48.3,10.5,211.7,18.2,8,10,2025-01-16T05:34:51,2025-01-16T17:53:19,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-17,29.0,25.0,26.9,33.6,25.0,29.1,23.6,82.6,0.0,0,0.0,rain,0,0,29.5,18.4,101.1,1012.5,48.1,11.3,239.8,20.8,8,30,2025-01-17T05:35:15,2025-01-17T17:53:35,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-18,28.0,24.0,26.2,32.7,24.0,27.4,23.7,86.4,0.0,0,0.0,rain,0,0,31.7,18.4,133.5,1012.3,72.9,11.1,237.5,20.6,8,30,2025-01-18T05:35:38,2025-01-18T17:53:51,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-19,28.0,23.8,25.6,31.3,23.8,26.5,23.4,88.1,0.0,0,0.0,rain,0,0,22.3,14.8,143.9,1012.6,78.6,9.7,141.7,12.1,4,30,2025-01-19T05:36:00,2025-01-19T17:54:05,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-20,30.0,24.0,27.2,34.2,24.0,29.7,23.4,80.4,0.0,0,0.0,rain,0,0,23.8,13.0,55.3,1012.5,54.9,10.0,224.1,19.3,7,30,2025-01-20T05:36:22,2025-01-20T17:54:18,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-21,31.0,25.0,27.8,35.5,25.0,30.6,23.8,79.6,0.0,0,0.0,rain,0,0,27.0,18.4,86.1,1012.6,45.9,11.5,238.5,20.5,9,30,2025-01-21T05:36:43,2025-01-21T17:54:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-22,30.0,25.0,27.5,36.2,25.0,30.5,24.0,81.6,7.0,100,4.17,rain,0,0,55.4,29.5,98.2,1012.4,53.0,10.8,207.8,17.9,8,30,2025-01-22T05:37:03,2025-01-22T17:54:43,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-23,31.0,24.8,27.6,37.8,24.8,30.6,24.1,81.4,21.0,100,4.17,rain,0,0,32.0,25.9,98.6,1011.8,62.8,11.3,203.9,17.6,7,30,2025-01-23T05:37:23,2025-01-23T17:54:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-24,29.0,25.0,27.3,34.4,25.0,30.1,24.0,82.4,14.0,100,12.5,rain,0,0,37.1,22.3,81.4,1011.5,71.9,9.9,225.7,19.5,8,30,2025-01-24T05:37:42,2025-01-24T17:55:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-25,31.0,25.0,27.6,35.5,25.0,30.1,23.7,80.0,3.0,100,4.17,rain,0,0,28.1,20.5,95.4,1011.6,54.8,11.5,255.7,22.1,8,30,2025-01-25T05:38:01,2025-01-25T17:55:13,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFZ,82398099999",fortaleza
"Fortaleza, CE, Brasil",2025-01-26,29.0,23.0,26.0,33.6,23.0,27.5,23.5,86.6,20.0,100,8.33,rain,0,0,34.2,18.4,128.7,1012.4,78.6,10.0,220.9,19.2,9,30,2025-01-26T05:38:18,2025-01-26T17:55:21,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBFZ,82398099999",fortaleza
